"Stn","year","month","day","Tg","Tn","Tx"
4,1965,6,27,139,89,181
4,1965,6,28,140,65,198
4,1965,6,29,147,96,183
4,1965,6,30,135,65,173
4,1965,7,1,127,78,161
4,1965,7,2,120,64,164
4,1965,7,3,107,71,145
4,1965,7,4,103,44,154
4,1965,7,5,112,43,157
4,1965,7,6,121,84,167
4,1965,7,7,136,103,173
4,1965,7,8,117,94,155
4,1965,7,9,124,86,161
4,1965,7,10,129,86,169
4,1965,7,11,155,123,185
4,1965,7,12,166,145,203
4,1965,7,13,175,152,207
4,1965,7,14,186,134,241
4,1965,7,15,172,127,229
4,1965,7,16,153,127,188
4,1965,7,17,166,122,203
4,1965,7,18,147,115,173
4,1965,7,19,178,147,228
4,1965,7,20,198,146,255
4,1965,7,21,160,124,202
4,1965,7,22,152,121,204
4,1965,7,23,149,108,188
4,1965,7,24,143,108,178
4,1965,7,25,145,98,189
4,1965,7,26,136,120,156
4,1965,7,27,131,86,168
4,1965,7,28,142,122,158
4,1965,7,29,151,133,186
4,1965,7,30,127,72,156
4,1965,7,31,113,52,162
4,1965,8,1,125,82,174
4,1965,8,2,140,80,190
4,1965,8,3,145,96,188
4,1965,8,4,139,64,210
4,1965,8,5,186,99,261
4,1965,8,6,162,129,199
4,1965,8,7,146,97,191
4,1965,8,8,132,90,176
4,1965,8,9,125,62,179
4,1965,8,10,123,39,182
4,1965,8,11,134,76,193
4,1965,8,12,135,57,196
4,1965,8,13,161,97,223
4,1965,8,14,171,107,237
4,1965,8,15,169,98,243
4,1965,8,16,176,104,250
4,1965,8,17,179,105,259
4,1965,8,18,174,136,230
4,1965,8,19,173,125,225
4,1965,8,20,152,86,193
4,1965,8,21,138,80,175
4,1965,8,22,156,133,187
4,1965,8,23,154,128,188
4,1965,8,24,154,123,190
4,1965,8,25,127,69,162
4,1965,8,26,121,82,171
4,1965,8,27,131,86,179
4,1965,8,28,133,44,188
4,1965,8,29,136,95,175
4,1965,8,30,128,83,170
4,1965,8,31,118,74,150
4,1965,9,1,122,69,178
4,1965,9,2,141,94,168
4,1965,9,3,139,108,171
4,1965,9,4,134,100,176
4,1965,9,5,122,84,167
4,1965,9,6,112,65,172
4,1965,9,7,118,65,176
4,1965,9,8,136,97,168
4,1965,9,9,122,82,163
4,1965,9,10,106,66,163
4,1965,9,11,110,72,150
4,1965,9,12,116,76,164
4,1965,9,13,116,71,153
4,1965,9,14,117,49,174
4,1965,9,15,135,77,185
4,1965,9,16,156,97,219
4,1965,9,17,171,130,209
4,1965,9,18,138,102,200
4,1965,9,19,113,45,165
4,1965,9,20,102,30,173
4,1965,9,21,115,55,188
4,1965,9,22,128,71,204
4,1965,9,23,131,56,210
4,1965,9,24,160,105,229
4,1965,9,25,167,109,242
4,1965,9,26,127,84,178
4,1965,9,27,101,75,140
4,1965,9,28,103,55,161
4,1965,9,29,101,75,137
4,1965,9,30,118,69,145
4,1965,10,1,146,115,187
4,1965,10,2,137,101,182
4,1965,10,3,117,85,161
4,1965,10,4,126,62,200
4,1965,10,5,132,81,203
4,1965,10,6,112,84,142
4,1965,10,7,116,100,132
4,1965,10,8,125,96,148
4,1965,10,9,87,42,133
4,1965,10,10,81,-10,146
4,1965,10,11,113,96,139
4,1965,10,12,99,33,137
4,1965,10,13,90,19,147
4,1965,10,14,88,18,135
4,1965,10,15,103,78,124
4,1965,10,16,99,57,140
4,1965,10,17,93,36,155
4,1965,10,18,67,17,123
4,1965,10,19,65,6,128
4,1965,10,20,73,28,127
4,1965,10,21,64,18,132
4,1965,10,22,49,3,111
4,1965,10,23,45,-9,116
4,1965,10,24,56,-5,140
4,1965,10,25,49,-2,117
4,1965,10,26,43,-16,136
4,1965,10,27,104,43,157
4,1965,10,28,141,110,183
4,1965,10,29,93,54,132
4,1965,10,30,85,54,124
4,1965,10,31,84,71,117
4,1965,11,1,122,88,147
4,1965,11,2,73,33,103
4,1965,11,3,42,9,91
4,1965,11,4,39,-12,107
4,1965,11,5,43,-15,111
4,1965,11,6,21,-33,93
4,1965,11,7,49,0,126
4,1965,11,8,81,38,135
4,1965,11,9,44,25,60
4,1965,11,10,57,45,72
4,1965,11,11,62,38,80
4,1965,11,12,17,-18,49
4,1965,11,13,-18,-35,10
4,1965,11,14,-41,-64,-9
4,1965,11,15,-53,-99,2
4,1965,11,16,-57,-133,-11
4,1965,11,17,-25,-41,-8
4,1965,11,18,-23,-35,-8
4,1965,11,19,-37,-44,-24
4,1965,11,20,-28,-39,-18
4,1965,11,21,-6,-23,9
4,1965,11,22,-66,-131,-12
4,1965,11,23,-46,-101,-2
4,1965,11,24,21,-4,39
4,1965,11,25,20,-11,47
4,1965,11,26,23,6,54
4,1965,11,27,0,-13,13
4,1965,11,28,23,7,44
4,1965,11,29,19,-8,59
4,1965,11,30,29,7,53
4,1965,12,1,36,14,60
4,1965,12,2,21,-10,59
4,1965,12,3,42,20,58
4,1965,12,4,25,-27,49
4,1965,12,5,43,21,68
4,1965,12,6,44,25,58
4,1965,12,7,31,10,52
4,1965,12,8,18,-7,45
4,1965,12,9,62,22,89
4,1965,12,10,49,22,68
4,1965,12,11,31,8,58
4,1965,12,12,20,-1,45
4,1965,12,13,30,12,36
4,1965,12,14,40,29,51
4,1965,12,15,36,12,54
4,1965,12,16,20,7,42
4,1965,12,17,62,42,98
4,1965,12,18,108,98,113
4,1965,12,19,82,41,118
4,1965,12,20,35,5,51
4,1965,12,21,33,-3,57
4,1965,12,22,33,6,54
4,1965,12,23,24,15,36
4,1965,12,24,32,2,57
4,1965,12,25,32,9,51
4,1965,12,26,18,0,51
4,1965,12,27,-8,-41,13
4,1965,12,28,3,-25,20
4,1965,12,29,-3,-18,19
4,1965,12,30,25,-13,47
4,1965,12,31,45,30,60
4,1966,1,1,77,49,105
4,1966,1,2,59,44,69
4,1966,1,3,34,15,57
4,1966,1,4,-12,-47,16
4,1966,1,5,-27,-61,1
4,1966,1,6,-23,-45,-4
4,1966,1,7,-18,-36,22
4,1966,1,8,-33,-58,0
4,1966,1,9,-23,-58,7
4,1966,1,10,-36,-61,-4
4,1966,1,11,-31,-57,-12
4,1966,1,12,-16,-37,-3
4,1966,1,13,-30,-50,-11
4,1966,1,14,-57,-95,-32
4,1966,1,15,-32,-54,-12
4,1966,1,16,-42,-52,-31
4,1966,1,17,-53,-62,-44
4,1966,1,18,-53,-64,-44
4,1966,1,19,-54,-113,-30
4,1966,1,20,-56,-78,-23
4,1966,1,21,-38,-76,-16
4,1966,1,22,0,-27,17
4,1966,1,23,-4,-24,6
4,1966,1,24,4,-5,17
4,1966,1,25,-5,-23,4
4,1966,1,26,-11,-28,13
4,1966,1,27,40,13,59
4,1966,1,28,48,31,70
4,1966,1,29,69,49,88
4,1966,1,30,88,67,110
4,1966,1,31,63,48,78
4,1966,2,1,39,5,86
4,1966,2,2,59,41,76
4,1966,2,3,50,16,87
4,1966,2,4,63,39,92
4,1966,2,5,85,45,111
4,1966,2,6,85,62,103
4,1966,2,7,36,-1,75
4,1966,2,8,-21,-57,1
4,1966,2,9,-62,-91,-50
4,1966,2,10,-77,-90,-64
4,1966,2,11,-52,-67,-44
4,1966,2,12,-43,-50,-35
4,1966,2,13,-43,-49,-39
4,1966,2,14,-25,-53,-6
4,1966,2,15,-16,-54,31
4,1966,2,16,-60,-92,-20
4,1966,2,17,-75,-107,-46
4,1966,2,18,-74,-158,15
4,1966,2,19,-2,-46,36
4,1966,2,20,43,16,66
4,1966,2,21,62,37,79
4,1966,2,22,77,38,128
4,1966,2,23,61,25,92
4,1966,2,24,67,37,98
4,1966,2,25,90,69,111
4,1966,2,26,96,76,127
4,1966,2,27,86,59,119
4,1966,2,28,66,39,103
4,1966,3,1,55,6,75
4,1966,3,2,54,-11,99
4,1966,3,3,67,49,85
4,1966,3,4,59,29,89
4,1966,3,5,39,22,63
4,1966,3,6,51,1,106
4,1966,3,7,73,55,99
4,1966,3,8,59,47,79
4,1966,3,9,58,32,102
4,1966,3,10,70,47,93
4,1966,3,11,45,12,74
4,1966,3,12,28,14,60
4,1966,3,13,18,-12,50
4,1966,3,14,19,-50,56
4,1966,3,15,52,33,79
4,1966,3,16,46,-12,92
4,1966,3,17,67,52,102
4,1966,3,18,54,46,65
4,1966,3,19,33,-12,70
4,1966,3,20,24,-43,95
4,1966,3,21,47,0,87
4,1966,3,22,50,5,95
4,1966,3,23,54,38,80
4,1966,3,24,26,-8,68
4,1966,3,25,19,-6,54
4,1966,3,26,23,-27,58
4,1966,3,27,58,15,91
4,1966,3,28,44,10,69
4,1966,3,29,23,1,63
4,1966,3,30,36,2,59
4,1966,3,31,64,34,98
4,1966,4,1,84,54,125
4,1966,4,2,99,57,149
4,1966,4,3,84,43,145
4,1966,4,4,41,10,55
4,1966,4,5,40,0,81
4,1966,4,6,80,33,130
4,1966,4,7,91,54,142
4,1966,4,8,73,55,85
4,1966,4,9,112,79,165
4,1966,4,10,87,75,99
4,1966,4,11,77,32,118
4,1966,4,12,19,2,32
4,1966,4,13,7,-2,15
4,1966,4,14,5,-8,29
4,1966,4,15,8,-8,22
4,1966,4,16,17,4,36
4,1966,4,17,17,6,29
4,1966,4,18,40,9,100
4,1966,4,19,84,42,127
4,1966,4,20,41,34,52
4,1966,4,21,51,24,80
4,1966,4,22,68,-19,127
4,1966,4,23,104,92,119
4,1966,4,24,116,82,151
4,1966,4,25,104,37,156
4,1966,4,26,105,-3,178
4,1966,4,27,143,70,207
4,1966,4,28,111,41,147
4,1966,4,29,89,5,158
4,1966,4,30,117,26,198
4,1966,5,1,155,61,239
4,1966,5,2,178,81,258
4,1966,5,3,153,93,221
4,1966,5,4,127,91,166
4,1966,5,5,118,99,155
4,1966,5,6,103,67,148
4,1966,5,7,94,52,157
4,1966,5,8,91,43,142
4,1966,5,9,117,57,177
4,1966,5,10,109,74,162
4,1966,5,11,104,56,160
4,1966,5,12,156,88,220
4,1966,5,13,155,94,249
4,1966,5,14,135,67,189
4,1966,5,15,141,80,194
4,1966,5,16,159,107,207
4,1966,5,17,196,119,279
4,1966,5,18,146,114,190
4,1966,5,19,126,102,173
4,1966,5,20,104,50,145
4,1966,5,21,124,60,159
4,1966,5,22,159,97,245
4,1966,5,23,109,80,138
4,1966,5,24,110,31,160
4,1966,5,25,110,85,147
4,1966,5,26,113,98,129
4,1966,5,27,101,79,138
4,1966,5,28,113,67,161
4,1966,5,29,110,41,166
4,1966,5,30,110,49,166
4,1966,5,31,115,93,166
4,1966,6,1,112,84,158
4,1966,6,2,114,63,155
4,1966,6,3,121,35,195
4,1966,6,4,172,73,250
4,1966,6,5,178,127,240
4,1966,6,6,162,121,208
4,1966,6,7,161,103,218
4,1966,6,8,182,136,232
4,1966,6,9,201,130,263
4,1966,6,10,215,148,287
4,1966,6,11,218,149,287
4,1966,6,12,198,171,280
4,1966,6,13,184,140,237
4,1966,6,14,181,116,236
4,1966,6,15,211,138,271
4,1966,6,16,231,166,307
4,1966,6,17,219,153,308
4,1966,6,18,169,117,239
4,1966,6,19,144,107,196
4,1966,6,20,147,92,217
4,1966,6,21,144,113,189
4,1966,6,22,168,108,224
4,1966,6,23,164,102,228
4,1966,6,24,147,92,197
4,1966,6,25,134,107,163
4,1966,6,26,143,88,187
4,1966,6,27,142,107,160
4,1966,6,28,130,111,144
4,1966,6,29,144,126,167
4,1966,6,30,135,74,179
4,1966,7,1,148,55,214
4,1966,7,2,168,78,236
4,1966,7,3,175,111,230
4,1966,7,4,179,136,220
4,1966,7,5,159,122,199
4,1966,7,6,143,94,184
4,1966,7,7,129,94,154
4,1966,7,8,143,100,178
4,1966,7,9,176,139,228
4,1966,7,10,168,97,215
4,1966,7,11,140,93,166
4,1966,7,12,147,80,187
4,1966,7,13,163,128,195
4,1966,7,14,133,90,162
4,1966,7,15,130,80,180
4,1966,7,16,118,80,136
4,1966,7,17,126,76,174
4,1966,7,18,141,56,184
4,1966,7,19,202,150,260
4,1966,7,20,184,169,226
4,1966,7,21,181,168,200
4,1966,7,22,166,139,194
4,1966,7,23,159,114,210
4,1966,7,24,168,89,222
4,1966,7,25,140,78,173
4,1966,7,26,135,78,165
4,1966,7,27,144,97,179
4,1966,7,28,135,76,187
4,1966,7,29,133,107,154
4,1966,7,30,129,99,183
4,1966,7,31,134,96,178
4,1966,8,1,129,96,174
4,1966,8,2,142,106,183
4,1966,8,3,151,110,200
4,1966,8,4,156,119,194
4,1966,8,5,138,113,177
4,1966,8,6,140,88,180
4,1966,8,7,142,87,169
4,1966,8,8,141,106,163
4,1966,8,9,141,77,197
4,1966,8,10,165,130,202
4,1966,8,11,175,156,199
4,1966,8,12,210,165,267
4,1966,8,13,210,126,282
4,1966,8,14,144,98,184
4,1966,8,15,126,78,170
4,1966,8,16,124,59,179
4,1966,8,17,134,48,207
4,1966,8,18,170,107,232
4,1966,8,19,185,136,248
4,1966,8,20,185,145,249
4,1966,8,21,168,131,225
4,1966,8,22,146,123,180
4,1966,8,23,131,80,170
4,1966,8,24,112,67,170
4,1966,8,25,122,50,187
4,1966,8,26,142,107,175
4,1966,8,27,153,129,190
4,1966,8,28,148,109,206
4,1966,8,29,162,97,232
4,1966,8,30,155,110,201
4,1966,8,31,142,101,179
4,1966,9,1,152,126,189
4,1966,9,2,163,130,197
4,1966,9,3,151,108,185
4,1966,9,4,156,129,186
4,1966,9,5,154,123,194
4,1966,9,6,165,122,202
4,1966,9,7,137,89,189
4,1966,9,8,122,66,179
4,1966,9,9,119,60,178
4,1966,9,10,136,57,213
4,1966,9,11,167,112,214
4,1966,9,12,187,119,257
4,1966,9,13,145,109,186
4,1966,9,14,150,119,172
4,1966,9,15,134,109,165
4,1966,9,16,118,61,149
4,1966,9,17,112,64,160
4,1966,9,18,117,64,156
4,1966,9,19,107,39,181
4,1966,9,20,106,24,198
4,1966,9,21,121,51,206
4,1966,9,22,130,75,177
4,1966,9,23,119,48,161
4,1966,9,24,127,99,143
4,1966,9,25,126,110,140
4,1966,9,26,118,105,138
4,1966,9,27,120,101,147
4,1966,9,28,111,66,147
4,1966,9,29,102,50,166
4,1966,9,30,109,35,191
4,1966,10,1,155,120,203
4,1966,10,2,135,101,166
4,1966,10,3,159,115,199
4,1966,10,4,171,155,195
4,1966,10,5,115,101,155
4,1966,10,6,132,105,171
4,1966,10,7,144,92,201
4,1966,10,8,145,115,179
4,1966,10,9,126,96,153
4,1966,10,10,112,85,121
4,1966,10,11,117,64,163
4,1966,10,12,93,42,143
4,1966,10,13,114,98,136
4,1966,10,14,110,94,135
4,1966,10,15,127,94,178
4,1966,10,16,126,94,148
4,1966,10,17,120,89,163
4,1966,10,18,110,76,138
4,1966,10,19,119,97,146
4,1966,10,20,98,59,127
4,1966,10,21,97,68,140
4,1966,10,22,103,68,140
4,1966,10,23,90,57,113
4,1966,10,24,76,27,124
4,1966,10,25,64,18,121
4,1966,10,26,77,42,99
4,1966,10,27,74,53,112
4,1966,10,28,54,2,93
4,1966,10,29,28,-23,96
4,1966,10,30,40,11,71
4,1966,10,31,18,-20,80
4,1966,11,1,-1,-29,46
4,1966,11,2,-8,-41,40
4,1966,11,3,-3,-20,20
4,1966,11,4,9,-4,17
4,1966,11,5,24,-4,64
4,1966,11,6,101,64,162
4,1966,11,7,92,56,149
4,1966,11,8,83,62,112
4,1966,11,9,87,68,99
4,1966,11,10,54,14,87
4,1966,11,11,30,-17,86
4,1966,11,12,16,1,35
4,1966,11,13,23,7,36
4,1966,11,14,31,23,59
4,1966,11,15,54,7,94
4,1966,11,16,47,19,64
4,1966,11,17,47,28,82
4,1966,11,18,51,37,67
4,1966,11,19,49,42,56
4,1966,11,20,40,35,47
4,1966,11,21,38,25,61
4,1966,11,22,19,3,28
4,1966,11,23,28,11,37
4,1966,11,24,-1,-15,15
4,1966,11,25,31,-4,48
4,1966,11,26,56,37,78
4,1966,11,27,80,63,98
4,1966,11,28,51,17,87
4,1966,11,29,12,-10,36
4,1966,11,30,28,8,55
4,1966,12,1,57,41,75
4,1966,12,2,57,37,62
4,1966,12,3,38,19,61
4,1966,12,4,40,8,73
4,1966,12,5,33,13,58
4,1966,12,6,14,4,26
4,1966,12,7,18,5,30
4,1966,12,8,37,14,64
4,1966,12,9,30,5,59
4,1966,12,10,24,6,57
4,1966,12,11,22,-2,56
4,1966,12,12,26,17,42
4,1966,12,13,31,21,42
4,1966,12,14,34,19,52
4,1966,12,15,14,-21,29
4,1966,12,16,22,-21,70
4,1966,12,17,54,20,80
4,1966,12,18,78,55,94
4,1966,12,19,56,33,77
4,1966,12,20,48,15,88
4,1966,12,21,18,-11,41
4,1966,12,22,37,-22,62
4,1966,12,23,51,12,82
4,1966,12,24,21,-2,41
4,1966,12,25,22,2,62
4,1966,12,26,9,-19,41
4,1966,12,27,-11,-24,6
4,1966,12,28,23,-11,47
4,1966,12,29,77,42,98
4,1966,12,30,49,11,73
4,1966,12,31,49,11,94
4,1967,1,1,33,14,57
4,1967,1,2,37,10,55
4,1967,1,3,22,0,50
4,1967,1,4,9,-15,32
4,1967,1,5,-19,-39,-5
4,1967,1,6,-28,-72,-1
4,1967,1,7,-78,-144,-45
4,1967,1,8,-64,-113,-19
4,1967,1,9,-33,-107,0
4,1967,1,10,-29,-100,20
4,1967,1,11,38,19,58
4,1967,1,12,32,-2,55
4,1967,1,13,56,29,78
4,1967,1,14,64,50,78
4,1967,1,15,46,36,52
4,1967,1,16,31,23,38
4,1967,1,17,11,-13,49
4,1967,1,18,23,0,46
4,1967,1,19,57,26,89
4,1967,1,20,39,24,56
4,1967,1,21,61,37,81
4,1967,1,22,29,1,53
4,1967,1,23,30,7,43
4,1967,1,24,41,21,56
4,1967,1,25,54,39,76
4,1967,1,26,54,36,74
4,1967,1,27,25,13,41
4,1967,1,28,81,29,96
4,1967,1,29,78,64,92
4,1967,1,30,68,43,97
4,1967,1,31,76,57,98
4,1967,2,1,74,65,85
4,1967,2,2,89,68,98
4,1967,2,3,92,72,102
4,1967,2,4,54,21,77
4,1967,2,5,39,7,80
4,1967,2,6,49,28,80
4,1967,2,7,51,31,69
4,1967,2,8,35,16,65
4,1967,2,9,16,-37,51
4,1967,2,10,44,17,63
4,1967,2,11,35,2,59
4,1967,2,12,-15,-25,6
4,1967,2,13,-11,-32,14
4,1967,2,14,-23,-52,10
4,1967,2,15,-16,-59,31
4,1967,2,16,0,-45,53
4,1967,2,17,35,-1,82
4,1967,2,18,30,-15,99
4,1967,2,19,65,20,100
4,1967,2,20,60,41,85
4,1967,2,21,58,39,87
4,1967,2,22,56,32,85
4,1967,2,23,70,44,111
4,1967,2,24,45,-1,89
4,1967,2,25,49,4,83
4,1967,2,26,81,49,116
4,1967,2,27,75,58,99
4,1967,2,28,71,49,97
4,1967,3,1,58,33,90
4,1967,3,2,61,46,78
4,1967,3,3,75,50,93
4,1967,3,4,74,43,112
4,1967,3,5,47,13,99
4,1967,3,6,62,22,98
4,1967,3,7,73,17,126
4,1967,3,8,102,84,133
4,1967,3,9,117,79,149
4,1967,3,10,78,60,120
4,1967,3,11,61,46,95
4,1967,3,12,49,18,80
4,1967,3,13,41,9,81
4,1967,3,14,53,5,91
4,1967,3,15,65,25,97
4,1967,3,16,50,15,80
4,1967,3,17,48,-10,85
4,1967,3,18,55,36,76
4,1967,3,19,59,36,88
4,1967,3,20,68,52,91
4,1967,3,21,85,57,114
4,1967,3,22,75,49,100
4,1967,3,23,56,22,77
4,1967,3,24,53,10,91
4,1967,3,25,78,60,110
4,1967,3,26,70,43,106
4,1967,3,27,47,27,90
4,1967,3,28,38,9,80
4,1967,3,29,34,5,74
4,1967,3,30,48,16,89
4,1967,3,31,26,-5,78
4,1967,4,1,30,-29,83
4,1967,4,2,39,-25,77
4,1967,4,3,70,24,109
4,1967,4,4,74,38,116
4,1967,4,5,60,17,90
4,1967,4,6,35,10,60
4,1967,4,7,42,13,64
4,1967,4,8,54,17,87
4,1967,4,9,73,8,124
4,1967,4,10,59,50,67
4,1967,4,11,90,46,151
4,1967,4,12,96,40,173
4,1967,4,13,97,47,155
4,1967,4,14,71,30,121
4,1967,4,15,79,46,140
4,1967,4,16,79,27,123
4,1967,4,17,86,34,141
4,1967,4,18,55,27,82
4,1967,4,19,64,10,91
4,1967,4,20,88,64,117
4,1967,4,21,42,9,79
4,1967,4,22,34,0,83
4,1967,4,23,44,10,83
4,1967,4,24,51,-7,99
4,1967,4,25,59,-12,119
4,1967,4,26,75,18,132
4,1967,4,27,77,19,135
4,1967,4,28,80,28,126
4,1967,4,29,84,28,117
4,1967,4,30,94,17,158
4,1967,5,1,69,2,99
4,1967,5,2,40,-16,91
4,1967,5,3,40,-30,102
4,1967,5,4,86,-14,150
4,1967,5,5,122,58,181
4,1967,5,6,92,59,128
4,1967,5,7,101,65,156
4,1967,5,8,107,49,160
4,1967,5,9,127,50,190
4,1967,5,10,147,71,222
4,1967,5,11,183,101,272
4,1967,5,12,172,118,247
4,1967,5,13,140,94,187
4,1967,5,14,169,79,238
4,1967,5,15,146,96,205
4,1967,5,16,131,89,184
4,1967,5,17,111,56,167
4,1967,5,18,75,5,106
4,1967,5,19,82,8,127
4,1967,5,20,120,92,152
4,1967,5,21,122,80,170
4,1967,5,22,129,94,198
4,1967,5,23,117,72,149
4,1967,5,24,107,64,149
4,1967,5,25,110,79,156
4,1967,5,26,121,82,166
4,1967,5,27,141,60,201
4,1967,5,28,185,116,256
4,1967,5,29,136,112,173
4,1967,5,30,129,90,178
4,1967,5,31,115,103,126
4,1967,6,1,140,116,185
4,1967,6,2,133,106,180
4,1967,6,3,145,100,207
4,1967,6,4,151,104,202
4,1967,6,5,134,80,170
4,1967,6,6,160,114,213
4,1967,6,7,132,61,172
4,1967,6,8,105,44,153
4,1967,6,9,108,67,150
4,1967,6,10,112,75,143
4,1967,6,11,124,93,156
4,1967,6,12,138,93,181
4,1967,6,13,135,90,172
4,1967,6,14,132,104,167
4,1967,6,15,132,86,174
4,1967,6,16,146,109,182
4,1967,6,17,138,117,171
4,1967,6,18,130,74,167
4,1967,6,19,134,44,192
4,1967,6,20,150,73,217
4,1967,6,21,139,86,179
4,1967,6,22,157,95,192
4,1967,6,23,152,115,178
4,1967,6,24,149,115,199
4,1967,6,25,194,111,275
4,1967,6,26,163,102,208
4,1967,6,27,147,129,165
4,1967,6,28,160,125,212
4,1967,6,29,151,115,177
4,1967,6,30,143,83,189
4,1967,7,1,149,54,210
4,1967,7,2,187,130,251
4,1967,7,3,149,94,206
4,1967,7,4,134,72,186
4,1967,7,5,142,63,206
4,1967,7,6,165,78,233
4,1967,7,7,189,129,258
4,1967,7,8,164,133,215
4,1967,7,9,148,93,191
4,1967,7,10,158,63,226
4,1967,7,11,177,106,248
4,1967,7,12,170,108,226
4,1967,7,13,197,140,259
4,1967,7,14,185,166,209
4,1967,7,15,166,147,187
4,1967,7,16,161,101,207
4,1967,7,17,169,79,240
4,1967,7,18,209,129,279
4,1967,7,19,201,160,252
4,1967,7,20,173,108,221
4,1967,7,21,161,105,212
4,1967,7,22,160,87,208
4,1967,7,23,150,118,181
4,1967,7,24,166,86,232
4,1967,7,25,158,110,208
4,1967,7,26,173,104,232
4,1967,7,27,184,130,246
4,1967,7,28,179,124,219
4,1967,7,29,179,134,229
4,1967,7,30,176,134,208
4,1967,7,31,204,160,254
4,1967,8,1,218,150,281
4,1967,8,2,197,152,253
4,1967,8,3,155,96,188
4,1967,8,4,137,89,199
4,1967,8,5,127,82,183
4,1967,8,6,139,57,202
4,1967,8,7,160,85,224
4,1967,8,8,177,98,247
4,1967,8,9,172,147,216
4,1967,8,10,183,140,227
4,1967,8,11,168,128,219
4,1967,8,12,145,119,188
4,1967,8,13,142,95,182
4,1967,8,14,144,95,185
4,1967,8,15,157,135,193
4,1967,8,16,156,113,215
4,1967,8,17,144,122,186
4,1967,8,18,155,118,196
4,1967,8,19,156,115,193
4,1967,8,20,145,91,188
4,1967,8,21,157,128,177
4,1967,8,22,162,150,175
4,1967,8,23,176,134,226
4,1967,8,24,173,131,231
4,1967,8,25,181,134,249
4,1967,8,26,164,120,211
4,1967,8,27,149,80,205
4,1967,8,28,157,87,222
4,1967,8,29,162,102,235
4,1967,8,30,142,84,205
4,1967,8,31,151,124,183
4,1967,9,1,152,116,198
4,1967,9,2,160,128,189
4,1967,9,3,149,128,165
4,1967,9,4,138,108,182
4,1967,9,5,129,106,158
4,1967,9,6,132,95,173
4,1967,9,7,112,73,178
4,1967,9,8,107,37,180
4,1967,9,9,128,72,182
4,1967,9,10,118,51,183
4,1967,9,11,116,92,139
4,1967,9,12,134,97,178
4,1967,9,13,152,110,186
4,1967,9,14,163,144,193
4,1967,9,15,149,105,176
4,1967,9,16,147,96,188
4,1967,9,17,147,114,177
4,1967,9,18,135,82,192
4,1967,9,19,130,106,169
4,1967,9,20,113,95,150
4,1967,9,21,117,87,158
4,1967,9,22,112,66,160
4,1967,9,23,122,61,173
4,1967,9,24,146,106,181
4,1967,9,25,174,157,203
4,1967,9,26,196,156,251
4,1967,9,27,152,109,198
4,1967,9,28,151,91,219
4,1967,9,29,162,100,217
4,1967,9,30,160,115,182
4,1967,10,1,135,109,169
4,1967,10,2,117,74,149
4,1967,10,3,118,85,154
4,1967,10,4,109,90,139
4,1967,10,5,105,80,141
4,1967,10,6,117,69,151
4,1967,10,7,141,117,164
4,1967,10,8,129,66,168
4,1967,10,9,145,66,174
4,1967,10,10,145,127,158
4,1967,10,11,143,122,161
4,1967,10,12,148,131,178
4,1967,10,13,125,77,155
4,1967,10,14,109,70,143
4,1967,10,15,125,101,155
4,1967,10,16,113,84,161
4,1967,10,17,122,56,174
4,1967,10,18,64,26,115
4,1967,10,19,75,38,106
4,1967,10,20,119,60,176
4,1967,10,21,138,111,171
4,1967,10,22,108,45,156
4,1967,10,23,77,24,145
4,1967,10,24,81,31,125
4,1967,10,25,93,21,139
4,1967,10,26,119,97,145
4,1967,10,27,99,75,118
4,1967,10,28,96,76,119
4,1967,10,29,78,54,108
4,1967,10,30,65,45,89
4,1967,10,31,65,40,76
4,1967,11,1,72,59,94
4,1967,11,2,91,64,113
4,1967,11,3,77,53,98
4,1967,11,4,82,51,110
4,1967,11,5,70,57,82
4,1967,11,6,63,55,69
4,1967,11,7,42,2,83
4,1967,11,8,23,-22,94
4,1967,11,9,12,-22,58
4,1967,11,10,51,-1,90
4,1967,11,11,76,17,119
4,1967,11,12,67,16,102
4,1967,11,13,53,0,101
4,1967,11,14,60,28,89
4,1967,11,15,60,41,86
4,1967,11,16,46,23,85
4,1967,11,17,29,-16,87
4,1967,11,18,26,-34,74
4,1967,11,19,75,49,96
4,1967,11,20,20,-12,56
4,1967,11,21,1,-31,49
4,1967,11,22,72,49,94
4,1967,11,23,61,56,68
4,1967,11,24,48,13,72
4,1967,11,25,15,6,33
4,1967,11,26,34,14,47
4,1967,11,27,28,-28,60
4,1967,11,28,45,-24,87
4,1967,11,29,70,57,89
4,1967,11,30,44,-3,85
4,1967,12,1,35,16,49
4,1967,12,2,45,30,62
4,1967,12,3,55,17,92
4,1967,12,4,69,57,86
4,1967,12,5,75,51,101
4,1967,12,6,34,15,52
4,1967,12,7,19,5,33
4,1967,12,8,14,-4,32
4,1967,12,9,5,-13,16
4,1967,12,10,-25,-68,2
4,1967,12,11,-49,-84,-26
4,1967,12,12,3,-26,39
4,1967,12,13,60,39,78
4,1967,12,14,72,61,86
4,1967,12,15,59,52,66
4,1967,12,16,39,20,66
4,1967,12,17,17,-1,33
4,1967,12,18,16,1,42
4,1967,12,19,11,-28,44
4,1967,12,20,-4,-41,37
4,1967,12,21,5,-18,42
4,1967,12,22,73,42,97
4,1967,12,23,96,77,118
4,1967,12,24,72,63,83
4,1967,12,25,59,44,69
4,1967,12,26,39,-13,63
4,1967,12,27,-2,-50,42
4,1967,12,28,46,22,70
