"Stn","year","month","day","Tg","Tn","Tx"
4,1946,1,1,-29,-45,-6
4,1946,1,2,-21,-45,4
4,1946,1,3,-28,-66,-6
4,1946,1,4,-28,-66,-10
4,1946,1,5,11,-10,25
4,1946,1,6,23,16,34
4,1946,1,7,10,-19,32
4,1946,1,8,-16,-28,-5
4,1946,1,9,35,-5,60
4,1946,1,10,68,49,87
4,1946,1,11,96,67,114
4,1946,1,12,62,26,88
4,1946,1,13,1,-18,27
4,1946,1,14,-17,-35,9
4,1946,1,15,-22,-55,14
4,1946,1,16,-21,-34,-1
4,1946,1,17,-48,-64,-28
4,1946,1,18,-51,-72,-23
4,1946,1,19,-34,-47,-14
4,1946,1,20,-14,-34,1
4,1946,1,21,-28,-67,-2
4,1946,1,22,-59,-93,-30
4,1946,1,23,-47,-77,-24
4,1946,1,24,-28,-54,10
4,1946,1,25,-28,-50,-10
4,1946,1,26,-33,-72,28
4,1946,1,27,1,-48,38
4,1946,1,28,6,-11,21
4,1946,1,29,31,3,55
4,1946,1,30,38,3,75
4,1946,1,31,25,7,56
4,1946,2,1,67,30,91
4,1946,2,2,63,51,81
4,1946,2,3,73,60,100
4,1946,2,4,67,42,91
4,1946,2,5,57,42,71
4,1946,2,6,42,15,60
4,1946,2,7,67,35,99
4,1946,2,8,62,44,92
4,1946,2,9,41,23,65
4,1946,2,10,42,9,68
4,1946,2,11,56,41,75
4,1946,2,12,33,14,62
4,1946,2,13,31,7,62
4,1946,2,14,43,1,66
4,1946,2,15,64,49,82
4,1946,2,16,59,44,73
4,1946,2,17,52,40,69
4,1946,2,18,66,51,88
4,1946,2,19,62,42,78
4,1946,2,20,25,6,44
4,1946,2,21,10,-3,28
4,1946,2,22,-4,-36,21
4,1946,2,23,29,-3,73
4,1946,2,24,8,-15,28
4,1946,2,25,4,-22,40
4,1946,2,26,-1,-36,35
4,1946,2,27,5,-10,31
4,1946,2,28,-4,-18,22
4,1946,3,1,-12,-18,-6
4,1946,3,2,-6,-29,6
4,1946,3,3,-7,-55,29
4,1946,3,4,10,4,14
4,1946,3,5,7,1,19
4,1946,3,6,1,-7,4
4,1946,3,7,-14,-20,-6
4,1946,3,8,-18,-26,-8
4,1946,3,9,1,-16,12
4,1946,3,10,5,2,11
4,1946,3,11,11,4,21
4,1946,3,12,20,11,29
4,1946,3,13,8,-3,23
4,1946,3,14,3,-12,18
4,1946,3,15,-16,-26,-4
4,1946,3,16,-14,-38,14
4,1946,3,17,-2,-52,45
4,1946,3,18,44,6,76
4,1946,3,19,85,32,139
4,1946,3,20,92,26,164
4,1946,3,21,81,38,107
4,1946,3,22,78,38,106
4,1946,3,23,63,38,103
4,1946,3,24,61,4,115
4,1946,3,25,58,6,105
4,1946,3,26,73,43,103
4,1946,3,27,94,64,127
4,1946,3,28,92,51,141
4,1946,3,29,77,35,145
4,1946,3,30,61,24,124
4,1946,3,31,54,26,109
4,1946,4,1,56,-8,125
4,1946,4,2,91,-8,190
4,1946,4,3,142,60,224
4,1946,4,4,153,75,237
4,1946,4,5,104,50,198
4,1946,4,6,59,10,92
4,1946,4,7,64,-4,122
4,1946,4,8,86,56,120
4,1946,4,9,56,-8,95
4,1946,4,10,38,-8,80
4,1946,4,11,54,14,86
4,1946,4,12,78,41,110
4,1946,4,13,96,54,137
4,1946,4,14,101,53,164
4,1946,4,15,121,50,192
4,1946,4,16,129,50,221
4,1946,4,17,98,54,137
4,1946,4,18,62,-4,98
4,1946,4,19,54,-11,111
4,1946,4,20,72,-30,152
4,1946,4,21,64,12,114
4,1946,4,22,48,-4,100
4,1946,4,23,71,-21,134
4,1946,4,24,86,44,123
4,1946,4,25,99,44,142
4,1946,4,26,154,69,235
4,1946,4,27,154,85,233
4,1946,4,28,128,43,180
4,1946,4,29,118,87,162
4,1946,4,30,114,51,172
4,1946,5,1,111,74,170
4,1946,5,2,94,74,140
4,1946,5,3,90,56,134
4,1946,5,4,91,55,143
4,1946,5,5,69,0,105
4,1946,5,6,108,-13,191
4,1946,5,7,124,75,202
4,1946,5,8,93,52,138
4,1946,5,9,105,34,179
4,1946,5,10,94,19,154
4,1946,5,11,97,58,150
4,1946,5,12,130,47,218
4,1946,5,13,92,70,126
4,1946,5,14,77,44,99
4,1946,5,15,66,8,116
4,1946,5,16,68,-15,129
4,1946,5,17,102,33,157
4,1946,5,18,106,74,146
4,1946,5,19,133,90,172
4,1946,5,20,169,109,239
4,1946,5,21,137,102,178
4,1946,5,22,116,75,147
4,1946,5,23,149,94,218
4,1946,5,24,131,84,182
4,1946,5,25,145,92,195
4,1946,5,26,165,111,231
4,1946,5,27,155,113,200
4,1946,5,28,169,105,220
4,1946,5,29,195,130,262
4,1946,5,30,153,126,187
4,1946,5,31,144,112,183
4,1946,6,1,132,96,178
4,1946,6,2,118,94,152
4,1946,6,3,119,85,160
4,1946,6,4,127,88,168
4,1946,6,5,150,110,196
4,1946,6,6,134,90,169
4,1946,6,7,133,74,192
4,1946,6,8,157,98,232
4,1946,6,9,151,123,171
4,1946,6,10,147,114,198
4,1946,6,11,118,65,159
4,1946,6,12,126,53,182
4,1946,6,13,135,99,175
4,1946,6,14,112,90,134
4,1946,6,15,126,94,165
4,1946,6,16,122,79,160
4,1946,6,17,126,79,171
4,1946,6,18,119,80,169
4,1946,6,19,122,86,162
4,1946,6,20,115,73,153
4,1946,6,21,126,54,185
4,1946,6,22,119,55,162
4,1946,6,23,137,87,190
4,1946,6,24,137,118,160
4,1946,6,25,144,93,185
4,1946,6,26,153,86,228
4,1946,6,27,160,113,197
4,1946,6,28,147,81,191
4,1946,6,29,150,73,200
4,1946,6,30,162,112,196
4,1946,7,1,177,126,216
4,1946,7,2,209,125,272
4,1946,7,3,224,170,279
4,1946,7,4,242,169,325
4,1946,7,5,168,145,200
4,1946,7,6,147,91,188
4,1946,7,7,135,84,173
4,1946,7,8,146,85,190
4,1946,7,9,168,85,225
4,1946,7,10,149,106,189
4,1946,7,11,159,88,210
4,1946,7,12,171,113,233
4,1946,7,13,190,65,265
4,1946,7,14,170,135,214
4,1946,7,15,127,82,176
4,1946,7,16,123,75,165
4,1946,7,17,153,86,213
4,1946,7,18,149,91,212
4,1946,7,19,165,123,211
4,1946,7,20,155,112,200
4,1946,7,21,146,86,198
4,1946,7,22,150,125,170
4,1946,7,23,178,148,206
4,1946,7,24,218,138,291
4,1946,7,25,177,107,208
4,1946,7,26,196,77,266
4,1946,7,27,178,105,221
4,1946,7,28,146,86,200
4,1946,7,29,135,100,184
4,1946,7,30,161,113,190
4,1946,7,31,145,110,170
4,1946,8,1,132,81,183
4,1946,8,2,149,75,194
4,1946,8,3,152,114,180
4,1946,8,4,165,92,224
4,1946,8,5,202,113,273
4,1946,8,6,181,126,216
4,1946,8,7,166,126,206
4,1946,8,8,153,126,201
4,1946,8,9,152,116,192
4,1946,8,10,178,116,238
4,1946,8,11,161,108,210
4,1946,8,12,160,103,221
4,1946,8,13,147,124,184
4,1946,8,14,134,104,172
4,1946,8,15,129,84,180
4,1946,8,16,126,59,184
4,1946,8,17,140,112,173
4,1946,8,18,157,112,194
4,1946,8,19,147,94,192
4,1946,8,20,151,100,194
4,1946,8,21,152,110,211
4,1946,8,22,146,86,202
4,1946,8,23,141,101,185
4,1946,8,24,161,119,217
4,1946,8,25,165,101,231
4,1946,8,26,151,126,176
4,1946,8,27,137,90,187
4,1946,8,28,138,71,202
4,1946,8,29,150,115,194
4,1946,8,30,142,100,189
4,1946,8,31,137,96,184
4,1946,9,1,135,76,198
4,1946,9,2,130,90,170
4,1946,9,3,141,93,184
4,1946,9,4,156,124,201
4,1946,9,5,134,107,165
4,1946,9,6,152,113,197
4,1946,9,7,133,100,183
4,1946,9,8,140,88,200
4,1946,9,9,136,90,177
4,1946,9,10,134,102,172
4,1946,9,11,135,111,164
4,1946,9,12,141,78,185
4,1946,9,13,123,64,181
4,1946,9,14,125,81,161
4,1946,9,15,132,77,170
4,1946,9,16,115,53,180
4,1946,9,17,119,82,150
4,1946,9,18,136,99,156
4,1946,9,19,124,84,147
4,1946,9,20,142,98,184
4,1946,9,21,124,89,165
4,1946,9,22,128,83,155
4,1946,9,23,134,105,154
4,1946,9,24,132,105,170
4,1946,9,25,141,91,175
4,1946,9,26,174,120,224
4,1946,9,27,173,127,238
4,1946,9,28,160,90,233
4,1946,9,29,146,115,196
4,1946,9,30,155,135,200
4,1946,10,1,134,113,154
4,1946,10,2,129,96,162
4,1946,10,3,124,82,158
4,1946,10,4,136,86,170
4,1946,10,5,111,86,146
4,1946,10,6,104,75,136
4,1946,10,7,109,85,128
4,1946,10,8,100,75,121
4,1946,10,9,96,70,129
4,1946,10,10,85,48,134
4,1946,10,11,81,6,156
4,1946,10,12,95,20,136
4,1946,10,13,111,66,133
4,1946,10,14,105,76,142
4,1946,10,15,103,80,125
4,1946,10,16,100,80,125
4,1946,10,17,100,86,120
4,1946,10,18,89,62,108
4,1946,10,19,78,30,131
4,1946,10,20,101,40,147
4,1946,10,21,129,99,160
4,1946,10,22,94,64,120
4,1946,10,23,46,6,74
4,1946,10,24,12,-22,57
4,1946,10,25,7,-30,58
4,1946,10,26,13,-29,60
4,1946,10,27,30,14,55
4,1946,10,28,66,44,103
4,1946,10,29,66,23,104
4,1946,10,30,52,26,86
4,1946,10,31,47,15,67
4,1946,11,1,35,16,45
4,1946,11,2,35,10,66
4,1946,11,3,72,32,87
4,1946,11,4,84,74,92
4,1946,11,5,53,23,82
4,1946,11,6,41,16,56
4,1946,11,7,6,-4,24
4,1946,11,8,0,-14,11
4,1946,11,9,29,-3,49
4,1946,11,10,54,15,86
4,1946,11,11,50,-16,81
4,1946,11,12,61,8,80
4,1946,11,13,73,30,104
4,1946,11,14,49,20,68
4,1946,11,15,60,48,76
4,1946,11,16,37,15,50
4,1946,11,17,52,35,76
4,1946,11,18,63,39,82
4,1946,11,19,60,44,85
4,1946,11,20,74,40,109
4,1946,11,21,104,85,115
4,1946,11,22,86,68,102
4,1946,11,23,64,27,84
4,1946,11,24,94,74,108
4,1946,11,25,91,60,113
4,1946,11,26,75,57,92
4,1946,11,27,65,30,86
4,1946,11,28,71,30,91
4,1946,11,29,71,38,104
4,1946,11,30,73,52,93
4,1946,12,1,58,34,87
4,1946,12,2,66,46,85
4,1946,12,3,33,9,51
4,1946,12,4,30,10,40
4,1946,12,5,19,4,36
4,1946,12,6,22,-3,38
4,1946,12,7,19,4,33
4,1946,12,8,15,-2,40
4,1946,12,9,15,2,38
4,1946,12,10,8,-6,24
4,1946,12,11,23,14,30
4,1946,12,12,18,8,28
4,1946,12,13,13,-2,20
4,1946,12,14,-50,-79,-2
4,1946,12,15,-67,-106,-13
4,1946,12,16,-70,-106,-40
4,1946,12,17,-67,-84,-44
4,1946,12,18,-58,-90,-30
4,1946,12,19,-65,-102,-34
4,1946,12,20,-100,-116,-70
4,1946,12,21,-113,-143,-78
4,1946,12,22,-42,-85,-26
4,1946,12,23,-41,-88,-6
4,1946,12,24,-59,-131,9
4,1946,12,25,21,7,34
4,1946,12,26,35,25,42
4,1946,12,27,20,-14,35
4,1946,12,28,5,-19,17
4,1946,12,29,25,7,52
4,1946,12,30,12,-5,26
4,1946,12,31,11,-2,18
4,1947,1,1,-6,-12,-2
4,1947,1,2,7,-4,15
4,1947,1,3,-3,-19,4
4,1947,1,4,-50,-84,-19
4,1947,1,5,-95,-108,-76
4,1947,1,6,-117,-135,-93
4,1947,1,7,-137,-157,-113
4,1947,1,8,-116,-144,-84
4,1947,1,9,-23,-84,20
4,1947,1,10,-26,-54,12
4,1947,1,11,-49,-63,-10
4,1947,1,12,20,-10,36
4,1947,1,13,44,18,66
4,1947,1,14,41,18,74
4,1947,1,15,75,32,97
4,1947,1,16,51,16,99
4,1947,1,17,46,24,71
4,1947,1,18,35,15,58
4,1947,1,19,17,-14,54
4,1947,1,20,2,-30,38
4,1947,1,21,-18,-49,14
4,1947,1,22,-31,-62,-8
4,1947,1,23,-38,-55,-17
4,1947,1,24,-45,-68,-20
4,1947,1,25,-40,-63,-26
4,1947,1,26,-55,-75,-31
4,1947,1,27,-49,-69,-36
4,1947,1,28,-73,-115,-44
4,1947,1,29,-87,-111,-65
4,1947,1,30,-96,-121,-74
4,1947,1,31,-92,-115,-59
4,1947,2,1,-99,-123,-73
4,1947,2,2,-99,-122,-74
4,1947,2,3,-65,-98,-37
4,1947,2,4,-50,-70,-28
4,1947,2,5,-36,-56,-24
4,1947,2,6,-57,-66,-43
4,1947,2,7,-78,-106,-56
4,1947,2,8,-102,-139,-67
4,1947,2,9,-86,-98,-75
4,1947,2,10,-79,-89,-59
4,1947,2,11,-86,-109,-71
4,1947,2,12,-93,-102,-81
4,1947,2,13,-69,-94,-49
4,1947,2,14,-51,-78,-36
4,1947,2,15,-56,-86,-30
4,1947,2,16,-62,-86,-30
4,1947,2,17,-65,-103,-20
4,1947,2,18,-71,-113,-28
4,1947,2,19,-55,-81,-35
4,1947,2,20,-58,-82,-35
4,1947,2,21,-70,-92,-45
4,1947,2,22,-63,-77,-50
4,1947,2,23,-71,-104,-50
4,1947,2,24,-108,-184,-50
4,1947,2,25,-61,-145,5
4,1947,2,26,-57,-74,-47
4,1947,2,27,-43,-70,-18
4,1947,2,28,-40,-59,-26
4,1947,3,1,-52,-76,-38
4,1947,3,2,-52,-138,-4
4,1947,3,3,-68,-144,-21
4,1947,3,4,-63,-116,-11
4,1947,3,5,-21,-38,-4
4,1947,3,6,-21,-31,-5
4,1947,3,7,-51,-102,-26
4,1947,3,8,-50,-135,4
4,1947,3,9,-31,-83,10
4,1947,3,10,-39,-103,-5
4,1947,3,11,-24,-46,-4
4,1947,3,12,-41,-60,6
4,1947,3,13,-1,-51,44
4,1947,3,14,-4,-40,31
4,1947,3,15,-15,-52,18
4,1947,3,16,17,-16,67
4,1947,3,17,32,0,67
4,1947,3,18,38,7,90
4,1947,3,19,51,7,102
4,1947,3,20,41,20,56
4,1947,3,21,60,15,100
4,1947,3,22,69,17,110
4,1947,3,23,77,44,125
4,1947,3,24,65,34,105
4,1947,3,25,36,4,76
4,1947,3,26,59,-3,119
4,1947,3,27,53,25,97
4,1947,3,28,92,41,130
4,1947,3,29,106,67,156
4,1947,3,30,86,54,126
4,1947,3,31,84,38,150
4,1947,4,1,56,12,90
4,1947,4,2,40,18,74
4,1947,4,3,42,4,76
4,1947,4,4,46,10,87
4,1947,4,5,42,-7,84
4,1947,4,6,84,56,100
4,1947,4,7,89,65,118
4,1947,4,8,67,36,102
4,1947,4,9,36,3,70
4,1947,4,10,40,-9,97
4,1947,4,11,64,-15,144
4,1947,4,12,85,16,146
4,1947,4,13,91,22,156
4,1947,4,14,94,32,152
4,1947,4,15,100,46,143
4,1947,4,16,106,79,156
4,1947,4,17,86,31,144
4,1947,4,18,69,-5,131
4,1947,4,19,84,25,150
4,1947,4,20,111,28,175
4,1947,4,21,119,88,154
4,1947,4,22,118,61,177
4,1947,4,23,102,59,140
4,1947,4,24,96,62,128
4,1947,4,25,116,41,169
4,1947,4,26,86,9,139
4,1947,4,27,93,-3,160
4,1947,4,28,95,80,118
4,1947,4,29,85,56,116
4,1947,4,30,70,46,105
4,1947,5,1,59,46,82
4,1947,5,2,56,44,72
4,1947,5,3,80,41,127
4,1947,5,4,77,48,108
4,1947,5,5,103,54,156
4,1947,5,6,128,77,186
4,1947,5,7,160,107,218
4,1947,5,8,170,94,234
4,1947,5,9,183,106,252
4,1947,5,10,181,121,235
4,1947,5,11,161,108,215
4,1947,5,12,167,105,235
4,1947,5,13,191,112,266
4,1947,5,14,200,122,265
4,1947,5,15,126,92,164
4,1947,5,16,120,97,146
4,1947,5,17,116,73,160
4,1947,5,18,102,67,131
4,1947,5,19,114,68,160
4,1947,5,20,114,48,176
4,1947,5,21,107,76,156
4,1947,5,22,142,59,209
4,1947,5,23,157,105,210
4,1947,5,24,141,90,173
4,1947,5,25,144,64,202
4,1947,5,26,177,86,249
4,1947,5,27,151,82,202
4,1947,5,28,141,42,206
4,1947,5,29,170,71,240
4,1947,5,30,208,113,272
4,1947,5,31,225,132,297
4,1947,6,1,237,138,310
4,1947,6,2,230,142,296
4,1947,6,3,230,147,302
4,1947,6,4,225,166,307
4,1947,6,5,151,131,181
4,1947,6,6,116,79,153
4,1947,6,7,125,79,167
4,1947,6,8,122,93,156
4,1947,6,9,114,83,147
4,1947,6,10,114,78,146
4,1947,6,11,108,44,147
4,1947,6,12,97,38,133
4,1947,6,13,92,15,144
4,1947,6,14,118,45,176
4,1947,6,15,141,116,187
4,1947,6,16,132,78,176
4,1947,6,17,157,64,228
4,1947,6,18,191,108,252
4,1947,6,19,177,115,233
4,1947,6,20,174,111,216
4,1947,6,21,164,111,213
4,1947,6,22,142,85,183
4,1947,6,23,139,115,173
4,1947,6,24,172,111,230
4,1947,6,25,204,125,295
4,1947,6,26,197,90,281
4,1947,6,27,247,156,330
4,1947,6,28,264,186,333
4,1947,6,29,227,163,294
4,1947,6,30,179,124,220
4,1947,7,1,155,94,196
4,1947,7,2,152,67,196
4,1947,7,3,189,113,254
4,1947,7,4,204,118,274
4,1947,7,5,150,106,168
4,1947,7,6,135,87,172
4,1947,7,7,147,108,199
4,1947,7,8,129,94,174
4,1947,7,9,128,81,168
4,1947,7,10,123,71,172
4,1947,7,11,133,121,159
4,1947,7,12,143,92,190
4,1947,7,13,153,75,213
4,1947,7,14,173,109,221
4,1947,7,15,192,132,247
4,1947,7,16,206,135,264
4,1947,7,17,210,147,273
4,1947,7,18,183,134,226
4,1947,7,19,177,130,225
4,1947,7,20,166,77,227
4,1947,7,21,186,134,238
4,1947,7,22,228,157,294
4,1947,7,23,242,166,313
4,1947,7,24,206,158,256
4,1947,7,25,199,99,267
4,1947,7,26,214,155,273
4,1947,7,27,189,144,231
4,1947,7,28,197,83,269
4,1947,7,29,196,137,269
4,1947,7,30,178,95,224
4,1947,7,31,152,76,214
4,1947,8,1,158,74,213
4,1947,8,2,169,127,216
4,1947,8,3,180,121,264
4,1947,8,4,188,88,261
4,1947,8,5,185,136,228
4,1947,8,6,156,136,170
4,1947,8,7,158,134,191
4,1947,8,8,154,130,180
4,1947,8,9,160,122,197
4,1947,8,10,176,127,228
4,1947,8,11,186,111,243
4,1947,8,12,186,111,246
4,1947,8,13,174,87,240
4,1947,8,14,202,144,272
4,1947,8,15,233,160,297
4,1947,8,16,237,165,305
4,1947,8,17,220,147,288
4,1947,8,18,216,158,287
4,1947,8,19,208,150,273
4,1947,8,20,190,135,252
4,1947,8,21,187,122,240
4,1947,8,22,184,134,237
4,1947,8,23,184,131,237
4,1947,8,24,186,84,240
4,1947,8,25,190,103,252
4,1947,8,26,191,98,255
4,1947,8,27,194,127,265
4,1947,8,28,186,156,230
4,1947,8,29,161,84,214
4,1947,8,30,159,78,224
4,1947,8,31,156,72,222
4,1947,9,1,161,89,226
4,1947,9,2,161,68,233
4,1947,9,3,165,83,222
4,1947,9,4,162,88,232
4,1947,9,5,163,88,243
4,1947,9,6,157,58,244
4,1947,9,7,152,94,216
4,1947,9,8,152,97,201
4,1947,9,9,152,101,183
4,1947,9,10,175,134,218
4,1947,9,11,187,117,263
4,1947,9,12,198,151,251
4,1947,9,13,203,152,281
4,1947,9,14,177,148,202
4,1947,9,15,207,166,263
4,1947,9,16,221,159,315
4,1947,9,17,163,91,214
4,1947,9,18,156,111,193
4,1947,9,19,201,156,265
4,1947,9,20,193,140,267
4,1947,9,21,155,126,196
4,1947,9,22,145,114,180
4,1947,9,23,115,87,148
4,1947,9,24,107,54,163
4,1947,9,25,112,24,165
4,1947,9,26,144,111,184
4,1947,9,27,142,95,188
4,1947,9,28,139,91,174
4,1947,9,29,118,86,150
4,1947,9,30,100,67,142
4,1947,10,1,108,43,161
4,1947,10,2,110,64,159
4,1947,10,3,82,14,154
4,1947,10,4,105,42,182
4,1947,10,5,114,62,196
4,1947,10,6,102,18,188
4,1947,10,7,111,40,173
4,1947,10,8,139,96,198
4,1947,10,9,138,102,179
4,1947,10,10,127,61,187
4,1947,10,11,129,81,185
4,1947,10,12,128,82,197
4,1947,10,13,113,54,197
4,1947,10,14,125,72,178
4,1947,10,15,118,55,156
4,1947,10,16,114,42,145
4,1947,10,17,80,36,117
4,1947,10,18,74,29,122
4,1947,10,19,67,15,129
4,1947,10,20,44,-2,115
4,1947,10,21,62,-1,153
4,1947,10,22,99,32,163
4,1947,10,23,77,40,100
4,1947,10,24,50,18,80
4,1947,10,25,28,-7,77
4,1947,10,26,29,-15,62
4,1947,10,27,55,17,96
4,1947,10,28,36,7,62
4,1947,10,29,35,-6,78
4,1947,10,30,37,7,74
4,1947,10,31,39,7,88
4,1947,11,1,60,28,80
4,1947,11,2,93,75,130
4,1947,11,3,93,62,135
4,1947,11,4,80,29,122
4,1947,11,5,79,27,124
4,1947,11,6,86,54,118
4,1947,11,7,87,71,104
4,1947,11,8,102,84,123
4,1947,11,9,101,78,119
4,1947,11,10,91,66,117
4,1947,11,11,83,62,119
4,1947,11,12,120,102,137
4,1947,11,13,74,56,102
4,1947,11,14,55,30,84
4,1947,11,15,39,5,59
4,1947,11,16,32,4,67
4,1947,11,17,6,-5,23
4,1947,11,18,-5,-29,22
4,1947,11,19,-18,-76,28
4,1947,11,20,27,-76,125
4,1947,11,21,134,124,147
4,1947,11,22,133,127,145
4,1947,11,23,125,110,143
4,1947,11,24,57,42,122
4,1947,11,25,48,29,72
4,1947,11,26,38,9,48
4,1947,11,27,28,3,56
4,1947,11,28,17,8,29
4,1947,11,29,7,0,22
4,1947,11,30,14,0,30
4,1947,12,1,4,-13,20
4,1947,12,2,13,-13,40
4,1947,12,3,29,10,40
4,1947,12,4,19,8,34
4,1947,12,5,41,20,56
4,1947,12,6,27,6,51
4,1947,12,7,0,-7,11
4,1947,12,8,19,2,34
4,1947,12,9,23,-1,53
4,1947,12,10,23,-1,52
4,1947,12,11,28,-19,60
4,1947,12,12,77,56,86
4,1947,12,13,67,48,84
4,1947,12,14,15,-54,57
4,1947,12,15,26,-54,78
4,1947,12,16,48,24,77
4,1947,12,17,38,9,72
4,1947,12,18,-8,-42,21
4,1947,12,19,31,-26,72
4,1947,12,20,41,3,73
4,1947,12,21,69,47,86
4,1947,12,22,73,60,83
4,1947,12,23,80,66,87
4,1947,12,24,73,58,88
4,1947,12,25,78,43,97
4,1947,12,26,44,31,62
4,1947,12,27,69,37,109
4,1947,12,28,71,50,88
4,1947,12,29,30,5,50
4,1947,12,30,-28,-96,22
4,1947,12,31,-38,-87,11
4,1948,1,1,25,-32,88
4,1948,1,2,87,72,96
4,1948,1,3,94,77,106
4,1948,1,4,101,93,118
4,1948,1,5,79,42,105
4,1948,1,6,32,4,59
4,1948,1,7,61,11,99
4,1948,1,8,44,11,85
4,1948,1,9,27,10,47
4,1948,1,10,13,1,32
4,1948,1,11,-8,-36,16
4,1948,1,12,62,16,80
4,1948,1,13,90,77,112
4,1948,1,14,58,9,85
4,1948,1,15,29,12,57
4,1948,1,16,9,1,15
4,1948,1,17,20,0,35
4,1948,1,18,30,1,58
4,1948,1,19,17,2,37
4,1948,1,20,-4,-18,3
4,1948,1,21,2,-3,6
4,1948,1,22,-2,-8,4
4,1948,1,23,1,-3,3
4,1948,1,24,3,-5,7
4,1948,1,25,18,4,32
4,1948,1,26,8,-8,41
4,1948,1,27,26,-1,56
4,1948,1,28,41,12,67
4,1948,1,29,62,39,82
4,1948,1,30,78,64,107
4,1948,1,31,85,67,102
4,1948,2,1,72,58,88
4,1948,2,2,86,64,107
4,1948,2,3,79,50,97
4,1948,2,4,55,33,70
4,1948,2,5,57,40,74
4,1948,2,6,57,33,78
4,1948,2,7,49,22,92
4,1948,2,8,67,46,92
4,1948,2,9,74,46,95
4,1948,2,10,54,32,72
4,1948,2,11,62,54,72
4,1948,2,12,58,36,77
4,1948,2,13,46,8,76
4,1948,2,14,55,30,80
4,1948,2,15,64,28,86
4,1948,2,16,15,-6,35
4,1948,2,17,-13,-42,9
4,1948,2,18,-21,-44,-3
4,1948,2,19,-42,-92,-15
4,1948,2,20,-84,-102,-58
4,1948,2,21,-83,-110,-56
4,1948,2,22,-46,-100,1
4,1948,2,23,-16,-42,18
4,1948,2,24,-25,-56,9
4,1948,2,25,-9,-38,30
4,1948,2,26,-15,-55,28
4,1948,2,27,5,-38,77
4,1948,2,28,21,-52,110
4,1948,2,29,38,-15,109
4,1948,3,1,-1,-10,7
4,1948,3,2,-2,-28,25
4,1948,3,3,-9,-38,42
4,1948,3,4,-10,-28,35
4,1948,3,5,-17,-40,26
4,1948,3,6,32,-39,158
4,1948,3,7,55,-28,157
4,1948,3,8,80,61,108
4,1948,3,9,78,57,126
4,1948,3,10,75,45,107
4,1948,3,11,73,55,94
4,1948,3,12,76,13,128
4,1948,3,13,55,18,95
4,1948,3,14,23,-48,83
4,1948,3,15,75,29,120
4,1948,3,16,67,33,90
4,1948,3,17,57,25,87
4,1948,3,18,50,-10,84
4,1948,3,19,44,-15,74
4,1948,3,20,90,57,122
4,1948,3,21,84,62,107
4,1948,3,22,64,36,97
4,1948,3,23,42,-13,80
4,1948,3,24,42,-23,108
4,1948,3,25,48,-11,117
4,1948,3,26,50,-8,107
4,1948,3,27,61,12,117
4,1948,3,28,70,-4,152
4,1948,3,29,106,16,194
4,1948,3,30,116,34,202
4,1948,3,31,91,59,127
4,1948,4,1,82,39,108
4,1948,4,2,77,46,111
4,1948,4,3,70,27,105
4,1948,4,4,67,25,116
4,1948,4,5,47,14,99
4,1948,4,6,44,-6,99
4,1948,4,7,79,30,118
4,1948,4,8,80,48,104
4,1948,4,9,67,34,97
4,1948,4,10,61,12,112
4,1948,4,11,67,7,125
4,1948,4,12,81,11,135
4,1948,4,13,75,-6,132
4,1948,4,14,85,46,116
4,1948,4,15,66,22,101
4,1948,4,16,97,32,154
4,1948,4,17,146,76,209
4,1948,4,18,148,83,226
4,1948,4,19,134,86,192
4,1948,4,20,122,66,176
4,1948,4,21,166,73,232
4,1948,4,22,155,85,242
4,1948,4,23,115,75,162
4,1948,4,24,122,58,199
4,1948,4,25,95,68,133
4,1948,4,26,79,14,110
4,1948,4,27,99,2,154
4,1948,4,28,120,82,172
4,1948,4,29,75,54,95
4,1948,4,30,84,40,115
4,1948,5,1,58,-5,112
4,1948,5,2,74,14,132
4,1948,5,3,73,6,114
4,1948,5,4,88,-18,152
4,1948,5,5,119,69,161
4,1948,5,6,126,67,182
4,1948,5,7,112,37,168
4,1948,5,8,122,68,172
4,1948,5,9,160,102,220
4,1948,5,10,185,128,260
4,1948,5,11,161,98,221
4,1948,5,12,134,113,170
4,1948,5,13,109,97,124
4,1948,5,14,133,65,194
4,1948,5,15,143,66,197
4,1948,5,16,168,107,231
4,1948,5,17,159,92,232
4,1948,5,18,157,80,215
4,1948,5,19,138,70,198
4,1948,5,20,126,39,200
4,1948,5,21,106,33,151
4,1948,5,22,102,12,167
4,1948,5,23,78,63,100
4,1948,5,24,105,32,182
4,1948,5,25,83,10,124
4,1948,5,26,122,77,169
4,1948,5,27,103,24,151
4,1948,5,28,89,8,135
4,1948,5,29,102,30,152
4,1948,5,30,103,38,147
4,1948,5,31,112,12,175
4,1948,6,1,127,89,162
4,1948,6,2,126,60,192
4,1948,6,3,102,65,144
4,1948,6,4,103,66,148
4,1948,6,5,128,96,170
4,1948,6,6,144,77,194
4,1948,6,7,158,98,203
4,1948,6,8,190,86,257
4,1948,6,9,162,102,199
4,1948,6,10,153,109,207
4,1948,6,11,203,136,278
4,1948,6,12,191,134,240
4,1948,6,13,187,108,254
4,1948,6,14,206,122,287
4,1948,6,15,170,118,213
4,1948,6,16,142,92,191
4,1948,6,17,136,78,179
4,1948,6,18,142,96,182
4,1948,6,19,127,83,170
4,1948,6,20,114,57,155
4,1948,6,21,129,83,165
